"Reference","Qty","Value","DNP","Exclude from BOM","Exclude from Board","Footprint","Datasheet","DIGIKEY_PART_NUMBER","MANUFACTURER","MANUFACTURER_PART_NUMBER","Description"
"C36","1","2.2uF","","","","","","","","","Unpolarized capacitor"
"C37","1","1nF","","","","","","","","","Unpolarized capacitor"
"C38","1","2.2uF","","","","","","","","","Unpolarized capacitor"
"C39","1","2.2uF","","","","","","","","","Unpolarized capacitor"
"C40","1","1uF","","","","","","","","","Unpolarized capacitor"
"C41","1","0.1uF","","","","","","","","","Unpolarized capacitor"
"C42","1","4.7nF","","","","0805","https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf","445-5972-1-ND","TDK","C2012X7R1E475K125AB","CAP CER 4.7UF 25V X7R 0805"
"C43","1","100nF","","","","0805","https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf","445-5972-1-ND","TDK","C2012X7R1E475K125AB","CAP CER 4.7UF 25V X7R 0805"
"C44","1","1nF","","","","0805","https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf","445-5972-1-ND","TDK","C2012X7R1E475K125AB","CAP CER 4.7UF 25V X7R 0805"
"C45","1","1uF","","","","","","","","","Unpolarized capacitor"
"C46","1","4.7uF","","","","0805","https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf","445-5972-1-ND","TDK","C2012X7R1E475K125AB","CAP CER 4.7UF 25V X7R 0805"
"C47","1","1uF","","","","","","","","","Unpolarized capacitor"
"C48","1","0.1uF","","","","","","","","","Unpolarized capacitor"
"C49","1","0.47uF","","","","","","","","","Unpolarized capacitor"
"C50","1","10uF","","","","1206","https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf","445-7705-1-ND","TDK","C3216X7R1E106K160AB","CAP CER 10UF 25V X7R 1206"
"C51","1","0.1uF","","","","","","","","","Unpolarized capacitor"
"C52","1","1uF","","","","","","","","","Unpolarized capacitor"
"C53","1","0.1uF","","","","","","","","","Unpolarized capacitor"
"C54","1","0.1uF","","","","","","","","","Unpolarized capacitor"
"C55","1","0.1uF","","","","","","","","","Unpolarized capacitor"
"C56","1","0.1uF","","","","","","","","","Unpolarized capacitor"
"C57","1","1uF","","","","","","","","","Unpolarized capacitor"
"C58","1","0.1uF","","","","","","","","","Unpolarized capacitor"
"C59","1","10uF","","","","","","","","","Unpolarized capacitor"
"C60","1","0.1uF","","","","","","","","","Unpolarized capacitor"
"C61","1","0.1uF","","","","","","","","","Unpolarized capacitor"
"C62","1","1nF","","","","","","","","","Unpolarized capacitor"
"C63","1","10nF","","","","402","https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM155R71C103KA01-01.pdf","490-1313-2-ND","","GRM155R71C103KA01D","CAP CER 10000PF 16V X7R 0402"
"C64","1","10uF","","","","805","https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM21BZ71C106KE15-01A.pdf","490-GRM21BZ71C106KE15LTR-ND","","GRM21BZ71C106KE15L","CAP CER 10UF 16V X7R 0805"
"C65","1","10uF","","","","805","https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM21BZ71C106KE15-01A.pdf","490-GRM21BZ71C106KE15LTR-ND","","GRM21BZ71C106KE15L","CAP CER 10UF 16V X7R 0805"
"C66","1","10uF","","","","805","https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM21BZ71C106KE15-01A.pdf","490-GRM21BZ71C106KE15LTR-ND","","GRM21BZ71C106KE15L","CAP CER 10UF 16V X7R 0805"
"C67","1","0.1uF","","","","402","https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM155R71C104KA88-01.pdf","490-6328-2-ND","","GRM155R71C104KA88J","CAP CER 0.1UF 16V X7R 0402"
"C68","1","0.1uF","","","","402","https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM155R71C104KA88-01.pdf","490-6328-2-ND","","GRM155R71C104KA88J","CAP CER 0.1UF 16V X7R 0402"
"C69","1","4.7nF","","","","402","https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM155R71C472KA01-01.pdf","490-6334-2-ND","","GRM155R71C472KA01D","CAP CER 4700PF 16V X7R 0402"
"C70","1","4.7nF","","","","402","https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM155R71C472KA01-01.pdf","490-6334-2-ND","","GRM155R71C472KA01D","CAP CER 4700PF 16V X7R 0402"
"C71","1","47uF","","","","1210","https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM32EC81C476KE15-01.pdf","490-16309-2-ND","","GRM32EC81C476KE15K","CAP CER 47UF 16V X6S 1210"
"C72","1","47uF","","","","1210","https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM32EC81C476KE15-01.pdf","490-16309-2-ND","","GRM32EC81C476KE15K","CAP CER 47UF 16V X6S 1210"
"C73","1","10uF","","","","805","https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM21BZ71C106KE15-01A.pdf","490-GRM21BZ71C106KE15LTR-ND","","GRM21BZ71C106KE15L","CAP CER 10UF 16V X7R 0805"
"C74","1","10uF","","","","805","https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM21BZ71C106KE15-01A.pdf","490-GRM21BZ71C106KE15LTR-ND","","GRM21BZ71C106KE15L","CAP CER 10UF 16V X7R 0805"
"C75","1","2.2uF 100V","","","","805","https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM21BD72A225ME01-01A.pdf","490-GRM21BD72A225ME01KTR-ND","","GRM21BD72A225ME01K","CAP CER 2.2UF 100V X7T 0805"
"C76","1","10uF","","","","805","https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM21BZ71C106KE15-01A.pdf","490-GRM21BZ71C106KE15LTR-ND","","GRM21BZ71C106KE15L","CAP CER 10UF 16V X7R 0805"
"C77","1","2.2uF 100V","","","","805","https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM21BD72A225ME01-01A.pdf","490-GRM21BD72A225ME01KTR-ND","","GRM21BD72A225ME01K","CAP CER 2.2UF 100V X7T 0805"
"C78","1","10uF","","","","805","https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM21BZ71C106KE15-01A.pdf","490-GRM21BZ71C106KE15LTR-ND","","GRM21BZ71C106KE15L","CAP CER 10UF 16V X7R 0805"
"C79","1","1uF 100V","","","","603","https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM188D72A105KE01-01A.pdf","490-GRM188D72A105KE01WTR-ND","","GRM188D72A105KE01W","CAP CER 1UF 100V X7T 0603"
"C80","1","2.2uF 100V","","","","805","https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM21BD72A225ME01-01A.pdf","490-GRM21BD72A225ME01KTR-ND","","GRM21BD72A225ME01K","CAP CER 2.2UF 100V X7T 0805"
"C81","1","4.7uF","","","","805","https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM21BR71C475KE51-01A.pdf","490-GRM21BR71C475KE51KTR-ND","","GRM21BR71C475KE51K","CAP CER 4.7UF 16V X7R 0805"
"C82","1","2.2uF","","","","603","https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM188Z71C225KE43-01A.pdf","490-GRM188Z71C225KE43DTR-ND","","GRM188Z71C225KE43D","CAP CER 2.2UF 16V X7R 0603"
"C83","1","0.1uF","","","","","","","","","Unpolarized capacitor"
"C84","1","1uF","","","","","","","","","Unpolarized capacitor"
"C85","1","1uF","","","","","","","","","Unpolarized capacitor"
"C86","1","0.1uF","","","","","","","","","Unpolarized capacitor"
"C87","1","0.1uF","","","","","","","","","Unpolarized capacitor"
"C88","1","10uF","","","","","","","","","Unpolarized capacitor"
"C89","1","10uF","","","","","","","","","Unpolarized capacitor"
"C90","1","3F","","","","Radial","https://www.cde.com/resources/catalogs/DSF.pdf","338-DSF305Q3R0-ND","Cornell Dubilier Knowles","DSF305Q3R0","CAPACITOR 3F -10%, +30% 3V TH"
"C91","1","3F","","","","Radial","https://www.cde.com/resources/catalogs/DSF.pdf","338-DSF305Q3R0-ND","Cornell Dubilier Knowles","DSF305Q3R0","CAPACITOR 3F -10%, +30% 3V TH"
"C92","1","22uF","","","","","","","","","Unpolarized capacitor"
"C93","1","22uF","","","","","","","","","Unpolarized capacitor"
"C94","1","22uF","","","","","","","","","Unpolarized capacitor"
"C95","1","22uF","","","","","","","","","Unpolarized capacitor"
"C96","1","22uF","","","","","","","","","Unpolarized capacitor"
"C97","1","22uF","","","","","","","","","Unpolarized capacitor"
"C98","1","0.1uF","","","","805","https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM21BZ71C106KE15-01A.pdf","490-GRM21BZ71C106KE15LTR-ND","","GRM21BZ71C106KE15L","CAP CER 10UF 16V X7R 0805"
"C99","1","0.1uF","","","","805","https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM21BZ71C106KE15-01A.pdf","490-GRM21BZ71C106KE15LTR-ND","","GRM21BZ71C106KE15L","CAP CER 10UF 16V X7R 0805"
"C100","1","0.1uF","","","","805","https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM21BZ71C106KE15-01A.pdf","490-GRM21BZ71C106KE15LTR-ND","","GRM21BZ71C106KE15L","CAP CER 10UF 16V X7R 0805"
"C101","1","0.1uF","","","","805","https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM21BZ71C106KE15-01A.pdf","490-GRM21BZ71C106KE15LTR-ND","","GRM21BZ71C106KE15L","CAP CER 10UF 16V X7R 0805"
"C102","1","10uF","","","","805","https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM21BZ71C106KE15-01A.pdf","490-GRM21BZ71C106KE15LTR-ND","","GRM21BZ71C106KE15L","CAP CER 10UF 16V X7R 0805"
"C103","1","10uF","","","","805","https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM21BZ71C106KE15-01A.pdf","490-GRM21BZ71C106KE15LTR-ND","","GRM21BZ71C106KE15L","CAP CER 10UF 16V X7R 0805"
"C104","1","10uF","","","","805","https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM21BZ71C106KE15-01A.pdf","490-GRM21BZ71C106KE15LTR-ND","","GRM21BZ71C106KE15L","CAP CER 10UF 16V X7R 0805"
"C105","1","10uF","","","","805","https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM21BZ71C106KE15-01A.pdf","490-GRM21BZ71C106KE15LTR-ND","","GRM21BZ71C106KE15L","CAP CER 10UF 16V X7R 0805"
"C106","1","0.01uF","","","","805","https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM21BZ71C106KE15-01A.pdf","490-GRM21BZ71C106KE15LTR-ND","","GRM21BZ71C106KE15L","CAP CER 10UF 16V X7R 0805"
"C107","1","0.1uF","","","","","","","","","Unpolarized capacitor"
"C108","1","4.7nF","","","","402","https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM155R71C472KA01-01.pdf","490-6334-2-ND","","GRM155R71C472KA01D","CAP CER 4700PF 16V X7R 0402"
"C109","1","22uF","","","","805","https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM21BZ71C106KE15-01A.pdf","490-GRM21BZ71C106KE15LTR-ND","","GRM21BZ71C106KE15L","CAP CER 10UF 16V X7R 0805"
"C110","1","10nF","","","","805","https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM21BZ71C106KE15-01A.pdf","490-GRM21BZ71C106KE15LTR-ND","","GRM21BZ71C106KE15L","CAP CER 10UF 16V X7R 0805"
"C111","1","10uF","","","","805","https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM21BZ71C106KE15-01A.pdf","490-GRM21BZ71C106KE15LTR-ND","","GRM21BZ71C106KE15L","CAP CER 10UF 16V X7R 0805"
"C112","1","10uF","","","","805","https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM21BZ71C106KE15-01A.pdf","490-GRM21BZ71C106KE15LTR-ND","","GRM21BZ71C106KE15L","CAP CER 10UF 16V X7R 0805"
"C113","1","10uF","","","","805","https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM21BZ71C106KE15-01A.pdf","490-GRM21BZ71C106KE15LTR-ND","","GRM21BZ71C106KE15L","CAP CER 10UF 16V X7R 0805"
"C114","1","10uF","","","","805","https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM21BZ71C106KE15-01A.pdf","490-GRM21BZ71C106KE15LTR-ND","","GRM21BZ71C106KE15L","CAP CER 10UF 16V X7R 0805"
"C115","1","10uF","","","","805","https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM21BZ71C106KE15-01A.pdf","490-GRM21BZ71C106KE15LTR-ND","","GRM21BZ71C106KE15L","CAP CER 10UF 16V X7R 0805"
"C116","1","10nF","","","","805","https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM21BZ71C106KE15-01A.pdf","490-GRM21BZ71C106KE15LTR-ND","","GRM21BZ71C106KE15L","CAP CER 10UF 16V X7R 0805"
"C117","1","22uF","","","","805","https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM21BZ71C106KE15-01A.pdf","490-GRM21BZ71C106KE15LTR-ND","","GRM21BZ71C106KE15L","CAP CER 10UF 16V X7R 0805"
"C118","1","0.1uF","","","","805","https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM21BZ71C106KE15-01A.pdf","490-GRM21BZ71C106KE15LTR-ND","","GRM21BZ71C106KE15L","CAP CER 10UF 16V X7R 0805"
"C119","1","10nF","","","","402","https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM155R71C103KA01-01.pdf","490-1313-2-ND","","GRM155R71C103KA01D","CAP CER 10000PF 16V X7R 0402"
"C120","1","0.1uF","","","","","","","","","Unpolarized capacitor"
"C121","1","0.1uF","","","","","","","","","Unpolarized capacitor"
"C122","1","0.1uF","","","","","","","","","Unpolarized capacitor"
"C123","1","0.1uF","","","","402","https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM155R71C104KA88-01.pdf","490-6328-2-ND","","GRM155R71C104KA88J","CAP CER 0.1UF 16V X7R 0402"
"C124","1","0.1uF","","","","402","https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM155R71C104KA88-01.pdf","490-6328-2-ND","","GRM155R71C104KA88J","CAP CER 0.1UF 16V X7R 0402"
"C125","1","47nF","","","","402","https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM155R71C472KA01-01.pdf","490-6334-2-ND","","GRM155R71C472KA01D","CAP CER 4700PF 16V X7R 0402"
"C126","1","47uF","","","","1210","https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM32EC81C476KE15-01.pdf","490-16309-2-ND","","GRM32EC81C476KE15K","CAP CER 47UF 16V X6S 1210"
"C127","1","47uF","","","","1210","https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM32EC81C476KE15-01.pdf","490-16309-2-ND","","GRM32EC81C476KE15K","CAP CER 47UF 16V X6S 1210"
"C128","1","47uF","","","","1210","https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM32EC81C476KE15-01.pdf","490-16309-2-ND","","GRM32EC81C476KE15K","CAP CER 47UF 16V X6S 1210"
"C129","1","2.2uF","","","","","","","","","Unpolarized capacitor"
"C130","1","1uF","","","","","","","","","Unpolarized capacitor"
"C131","1","0.1uF","","","","","","","","","Unpolarized capacitor"
"C132","1","0.1uF","","","","","","","","","Unpolarized capacitor"
"C133","1","2.2uF 100V","","","","805","https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM21BD72A225ME01-01A.pdf","490-GRM21BD72A225ME01KTR-ND","","GRM21BD72A225ME01K","CAP CER 2.2UF 100V X7T 0805"
"C134","1","2.2uF 100V","","","","805","https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM21BD72A225ME01-01A.pdf","490-GRM21BD72A225ME01KTR-ND","","GRM21BD72A225ME01K","CAP CER 2.2UF 100V X7T 0805"
"C135","1","1uF 100V","","","","603","https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM188D72A105KE01-01A.pdf","490-GRM188D72A105KE01WTR-ND","","GRM188D72A105KE01W","CAP CER 1UF 100V X7T 0603"
"C136","1","2.2uF 100V","","","","805","https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM21BD72A225ME01-01A.pdf","490-GRM21BD72A225ME01KTR-ND","","GRM21BD72A225ME01K","CAP CER 2.2UF 100V X7T 0805"
"C137","1","4.7uF","","","","805","https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM21BR71C475KE51-01A.pdf","490-GRM21BR71C475KE51KTR-ND","","GRM21BR71C475KE51K","CAP CER 4.7UF 16V X7R 0805"
"C138","1","2.2uF","","","","603","https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM188Z71C225KE43-01A.pdf","490-GRM188Z71C225KE43DTR-ND","","GRM188Z71C225KE43D","CAP CER 2.2UF 16V X7R 0603"
"C139","1","0.1uF","","","","402","https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM1555C1H151JA01-01.pdf","490-3229-2-ND","","GRM1555C1H151JA01D","CAP CER 150PF 50V C0G/NP0 0402"
"C140","1","0.1uF","","","","402","https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM1555C1H151JA01-01.pdf","490-3229-2-ND","","GRM1555C1H151JA01D","CAP CER 150PF 50V C0G/NP0 0402"
"C141","1","47pF","","","","402","https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM1555C1H151JA01-01.pdf","490-3229-2-ND","","GRM1555C1H151JA01D","CAP CER 150PF 50V C0G/NP0 0402"
"C142","1","47pF","","","","402","https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM1555C1H151JA01-01.pdf","490-3229-2-ND","","GRM1555C1H151JA01D","CAP CER 150PF 50V C0G/NP0 0402"
"C143","1","1uF","","","","402","https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM1555C1H151JA01-01.pdf","490-3229-2-ND","","GRM1555C1H151JA01D","CAP CER 150PF 50V C0G/NP0 0402"
"C144","1","0.1uF","","","","402","https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM1555C1H151JA01-01.pdf","490-3229-2-ND","","GRM1555C1H151JA01D","CAP CER 150PF 50V C0G/NP0 0402"
"C145","1","0.1uF","","","","402","https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM1555C1H151JA01-01.pdf","490-3229-2-ND","","GRM1555C1H151JA01D","CAP CER 150PF 50V C0G/NP0 0402"
"C146","1","47pF","","","","402","https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM1555C1H151JA01-01.pdf","490-3229-2-ND","","GRM1555C1H151JA01D","CAP CER 150PF 50V C0G/NP0 0402"
"C147","1","47pF","","","","402","https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM1555C1H151JA01-01.pdf","490-3229-2-ND","","GRM1555C1H151JA01D","CAP CER 150PF 50V C0G/NP0 0402"
"C148","1","10nF","","","","402","https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM1555C1H151JA01-01.pdf","490-3229-2-ND","","GRM1555C1H151JA01D","CAP CER 150PF 50V C0G/NP0 0402"
"C149","1","100nF","","","","","","","","","Unpolarized capacitor"
"C150","1","0.1uF","","","","","","","","","Unpolarized capacitor"
"C151","1","10nF","","","","","","","","","Unpolarized capacitor"
"C152","1","1uF","","","","0805","https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf","445-5972-1-ND","TDK","C2012X7R1E475K125AB","CAP CER 4.7UF 25V X7R 0805"
"C153","1","0.1uF","","","","0805","https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf","445-5972-1-ND","TDK","C2012X7R1E475K125AB","CAP CER 4.7UF 25V X7R 0805"
"C154","1","10uF","","","","0805","https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf","445-5972-1-ND","TDK","C2012X7R1E475K125AB","CAP CER 4.7UF 25V X7R 0805"
"C155","1","10nF","","","","","","","","","Unpolarized capacitor"
"C156","1","10uF","","","","1206","https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf","445-7705-1-ND","TDK","C3216X7R1E106K160AB","CAP CER 10UF 25V X7R 1206"
"C157","1","1uF","","","","0805","https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf","445-5972-1-ND","TDK","C2012X7R1E475K125AB","CAP CER 4.7UF 25V X7R 0805"
"C158","1","0.1uF","","","","0805","https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf","445-5972-1-ND","TDK","C2012X7R1E475K125AB","CAP CER 4.7UF 25V X7R 0805"
"C159","1","0.1uF","","","","0805","https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf","445-5972-1-ND","TDK","C2012X7R1E475K125AB","CAP CER 4.7UF 25V X7R 0805"
"C160","1","100nF","","","","","","","","","Unpolarized capacitor"
"C161","1","0.1uF","","","","0805","https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf","445-5972-1-ND","TDK","C2012X7R1E475K125AB","CAP CER 4.7UF 25V X7R 0805"
"C162","1","0.1uF","","","","0805","https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf","445-5972-1-ND","TDK","C2012X7R1E475K125AB","CAP CER 4.7UF 25V X7R 0805"
"C163","1","0.1uF","","","","0805","https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf","445-5972-1-ND","TDK","C2012X7R1E475K125AB","CAP CER 4.7UF 25V X7R 0805"
"C164","1","0.1uF","","","","0805","https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf","445-5972-1-ND","TDK","C2012X7R1E475K125AB","CAP CER 4.7UF 25V X7R 0805"
"C165","1","0.1uF","","","","0805","https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf","445-5972-1-ND","TDK","C2012X7R1E475K125AB","CAP CER 4.7UF 25V X7R 0805"
"C166","1","0.1uF","","","","0805","https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf","445-5972-1-ND","TDK","C2012X7R1E475K125AB","CAP CER 4.7UF 25V X7R 0805"
"C167","1","0.1uF","","","","0805","https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf","445-5972-1-ND","TDK","C2012X7R1E475K125AB","CAP CER 4.7UF 25V X7R 0805"
"C168","1","0.1uF","","","","0805","https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf","445-5972-1-ND","TDK","C2012X7R1E475K125AB","CAP CER 4.7UF 25V X7R 0805"
"C169","1","0.1uF","","","","0805","https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf","445-5972-1-ND","TDK","C2012X7R1E475K125AB","CAP CER 4.7UF 25V X7R 0805"
"C170","1","0.1uF","","","","0805","https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf","445-5972-1-ND","TDK","C2012X7R1E475K125AB","CAP CER 4.7UF 25V X7R 0805"
"C171","1","0.1uF","","","","0805","https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf","445-5972-1-ND","TDK","C2012X7R1E475K125AB","CAP CER 4.7UF 25V X7R 0805"
"C172","1","0.1uF","","","","0805","https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf","445-5972-1-ND","TDK","C2012X7R1E475K125AB","CAP CER 4.7UF 25V X7R 0805"
"C173","1","0.1uF","","","","0805","https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf","445-5972-1-ND","TDK","C2012X7R1E475K125AB","CAP CER 4.7UF 25V X7R 0805"
"C174","1","0.1uF","","","","0805","https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf","445-5972-1-ND","TDK","C2012X7R1E475K125AB","CAP CER 4.7UF 25V X7R 0805"
"C175","1","0.1uF","","","","0805","https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf","445-5972-1-ND","TDK","C2012X7R1E475K125AB","CAP CER 4.7UF 25V X7R 0805"
"C176","1","220nF","","","","0805","https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf","445-5972-1-ND","TDK","C2012X7R1E475K125AB","CAP CER 4.7UF 25V X7R 0805"
"C177","1","0.1uF","","","","0805","https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf","445-5972-1-ND","TDK","C2012X7R1E475K125AB","CAP CER 4.7UF 25V X7R 0805"
"C178","1","0.1uF","","","","0805","https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf","445-5972-1-ND","TDK","C2012X7R1E475K125AB","CAP CER 4.7UF 25V X7R 0805"
"C179","1","0.1uF","","","","0805","https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf","445-5972-1-ND","TDK","C2012X7R1E475K125AB","CAP CER 4.7UF 25V X7R 0805"
"C180","1","0.1uF","","","","0805","https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf","445-5972-1-ND","TDK","C2012X7R1E475K125AB","CAP CER 4.7UF 25V X7R 0805"
"C181","1","0.1uF","","","","0805","https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf","445-5972-1-ND","TDK","C2012X7R1E475K125AB","CAP CER 4.7UF 25V X7R 0805"
"D1","1","BAV70LT1G","","","","SOT-23-3","https://www.onsemi.com/pdf/datasheet/bav70lt1-d.pdf","BAV70LT1GOSTR-ND","","BAV70LT1G","DIODE ARR GP 100V 200MA SOT23-3"
"D2","1","DF6A6.8FUT1G","","","","Package_TO_SOT_SMD:SOT-363_SC-70-6","https://www.onsemi.com/pdf/datasheet/df6a6.8fut1-d.pdf","DF6A6.8FUT1GOSCT-ND","","DF6A6.8FUT1G","TVS DIODE 5VWM SC88/SC706/SOT363"
