"Reference","Qty","Value","DNP","Exclude from BOM","Exclude from Board","Footprint","Datasheet","DIGIKEY_PART_NUMBER","MANUFACTURER","MANUFACTURER_PART_NUMBER","Description"
"R72","1","75m","","","","1206 (3216 Metric)","https://www.vishay.com/docs/30100/wsl.pdf","541-10064-1-ND","Vishay Dale","WSL1206R0750FEA","RES 0.075 OHM 1% 1/4W 1206"
"R73,R100","2","2.2k","","","","0402 (1005 Metric)","https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf","P2.20KLCT-ND","Panasonic Industry","ERJ-2RKF2201X","RES SMD 2.2K OHM 1% 1/10W 0402"
"R75,R151,R156,R171,R202,R203,R234","7","4.7k","","","","0402 (1005 Metric)","https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf","P4.70KLCT-ND","Panasonic Industry","ERJ-2RKF4701X","RES SMD 4.7K OHM 1% 1/10W 0402"
"R76,R167","2","220","","","","0402 (1005 Metric)","https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf","P220LCT-ND","Panasonic Industry","ERJ-2RKF2200X","RES SMD 220 OHM 1% 1/10W 0402"
"R77","1","3.3","","","","0402 (1005 Metric)","https://www.koaspeer.com/pdfs/RK73H.pdf","2019-RK73H1ETTP3R30FCT-ND","KOA Speer Electronics, Inc.","RK73H1ETTP3R30F","RES 3.3 OHM 1% 1/10W 0402"
"R83","1","30k","","","","0402 (1005 Metric)","https://www.koaspeer.com/pdfs/RK73H.pdf","2019-RK73H1ETTP3002FCT-ND","KOA Speer Electronics, Inc.","RK73H1ETTP3002F","RES 30K OHM 1% 1/10W 0402"
"R86","1","11k","","","","0402 (1005 Metric)","https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf","P11.0KLCT-ND","Panasonic Industry","ERJ-2RKF1102X","RES SMD 11K OHM 1% 1/10W 0402"
"R89,R199","2","150m","","","","1206 (3216 Metric)","https://www.vishay.com/docs/30100/wsl.pdf","WSLC-.15CT-ND","Vishay Dale","WSL1206R1500FEA","RES 0.15 OHM 1% 1/4W 1206"
"R90,R132","2","200k","","","","0402 (1005 Metric)","https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf","P200KLCT-ND","Panasonic Industry","ERJ-2RKF2003X","RES SMD 200K OHM 1% 1/10W 0402"
"R93,R140","2","2.21k","","","","0402 (1005 Metric)","https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf","P2.21KLCT-ND","Panasonic Industry","ERJ-2RKF2211X","RES SMD 2.21K OHM 1% 1/10W 0402"
"R94","1","6.81k","","","","0402 (1005 Metric)","https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf","P6.81KLTR-ND","Panasonic Industry","ERJ-2RKF6811X","RES SMD 6.81K OHM 1% 1/10W 0402"
"R97","1","15k","","","","0402 (1005 Metric)","https://www.koaspeer.com/pdfs/RK73H.pdf","2019-RK73H1ETTP1502FCT-ND","KOA Speer Electronics, Inc.","RK73H1ETTP1502F","RES 15K OHM 1% 1/10W 0402"
"R98","1","2.05k","","","","0402 (1005 Metric)","https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf","P2.05KLTR-ND","Panasonic Industry","ERJ-2RKF2051X","RES SMD 2.05K OHM 1% 1/10W 0402"
"R101,R103,R162,R163","4","2.2","","","","0402 (1005 Metric)","https://industrial.panasonic.com/cdbs/www-data/pdf/RDP0000/AOA0000C334.pdf","10-ERJ-U02F2R20XTR-ND","Panasonic Industry","ERJ-U02F2R20X","RES 2.2 OHM 1% 1/10W 0402"
"R102","1","50m","","","","1206 (3216 Metric)","https://www.vishay.com/docs/30100/wsl.pdf","WSLC-.05CT-ND","Vishay Dale","WSL1206R0500FEA","RES 0.05 OHM 1% 1/4W 1206"
"R106,R107","2","100m","","","","1206 (3216 Metric)","https://www.vishay.com/docs/30100/wsl.pdf","WSLC-.10CT-ND","Vishay Dale","WSL1206R1000FEA","RES 0.1 OHM 1% 1/4W 1206"
"R112,R113","2","13.0k","","","","0402 (1005 Metric)","https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf","P13.0KLCT-ND","Panasonic Industry","ERJ-2RKF1302X","RES SMD 13K OHM 1% 1/10W 0402"
"R114,R115","2","9.53k","","","","0402 (1005 Metric)","https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf","P9.53KLCT-ND","Panasonic Industry","ERJ-2RKF9531X","RES SMD 9.53K OHM 1% 1/10W 0402"
"R116,R117","2","3.09k","","","","0402 (1005 Metric)","https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf","P3.09KLCT-ND","Panasonic Industry","ERJ-2RKF3091X","RES SMD 3.09K OHM 1% 1/10W 0402"
"R121","1","10M","","","","0402 (1005 Metric)","https://www.koaspeer.com/pdfs/RK73H.pdf","2019-RK73H1ETTP1005FCT-ND","KOA Speer Electronics, Inc.","RK73H1ETTP1005F","RES 10M OHM 1% 1/10W 0402"
"R123,R187,R189,R210,R211","5","22","","","","0402 (1005 Metric)","https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf","P22.0LCT-ND","Panasonic Industry","ERJ-2RKF22R0X","RES SMD 22 OHM 1% 1/10W 0402"
"R125","1","3.57k","","","","0402 (1005 Metric)","https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf","P3.57KLCT-ND","Panasonic Industry","ERJ-2RKF3571X","RES SMD 3.57K OHM 1% 1/10W 0402"
"R127","1","12.4k","","","","0402 (1005 Metric)","https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf","P12.4KLCT-ND","Panasonic Industry","ERJ-2RKF1242X","RES SMD 12.4K OHM 1% 1/10W 0402"
"R128","1","2.4k","","","","0402 (1005 Metric)","https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf","P12.4KLCT-ND","Panasonic Industry","ERJ-2RKF2401X","RES 2.4k 1% 1/10W 0402"
"R129","1","12.1k","","","","0603 (1608 Metric)","https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1773270-2&DocType=Data%20Sheet&DocLang=English&DocFormat=pdf&PartCntxt=9-2176390-1","A140146CT-ND","TE Connectivity","RQ73C1J12K1BTD","RES 12.1k 0.1% 0.15W 0603"
"R130","1","3.83k","","","","0603 (1608 Metric)","https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1773270-2&DocType=Data%20Sheet&DocLang=English&DocFormat=pdf&PartCntxt=9-2176390-1","A140873CT-ND","TE Connectivity","RQ73C1J3K83BTD","RES 3.83k 0.1% 0.15W 0603"
"R138","1","120k","","","","0402 (1005 Metric)","https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf","P120KLCT-ND","Panasonic Industry","ERJ-2RKF1203X","RES SMD 120K OHM 1% 1/10W 0402"
"R142,R174,R175","3","47k","","","","0402 (1005 Metric)","https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf","P47.0KLCT-ND","Panasonic Industry","ERJ-2RKF4702X","RES SMD 47K OHM 1% 1/10W 0402"
"R144","1","10.7k","","","","0402 (1005 Metric)","https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf","P10.7KLCT-ND","Panasonic Industry","ERJ-2RKF1072X","RES SMD 10.7K OHM 1% 1/10W 0402"
"R147","1","20k","","","","0402 (1005 Metric)","https://industrial.panasonic.com/cdbs/www-data/pdf/RDQ0000/ast-ind-151033.pdf","10-ERJ-H2RD2002XCT-ND","Panasonic Industry","ERJ-H2RD2002X","RES 20K OHM 0.5% 1/10W 0402"
"R148","1","604","","","","0402 (1005 Metric)","https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf","P604LCT-ND","Panasonic Industry","ERJ-2RKF6040X","RES SMD 604 OHM 1% 1/10W 0402"
"R153","1","18k","","","","0402 (1005 Metric)","https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf","P18.0KLCT-ND","Panasonic Industry","ERJ-2RKF1802X","RES SMD 18K OHM 1% 1/10W 0402"
"R154","1","33k","","","","0402 (1005 Metric)","https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf","P33.0KLCT-ND","Panasonic Industry","ERJ-2RKF3302X","RES SMD 33K OHM 1% 1/10W 0402"
"R159","1","7m","","","","2515 (6332 Metric)","https://www.vishay.com/docs/30100/wsl.pdf","WSLG-.007CT-ND","Vishay Dale","WSL25127L000FEA","RES 0.007 OHM 1% 1W 2512"
"R165,R166","2","51","","","","0402 (1005 Metric)","https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf","P51.0LCT-ND","Panasonic Industry","ERJ-2RKF51R0X","RES SMD 51 OHM 1% 1/10W 0402"
"R170,R172,R260","3","470","","","","0402 (1005 Metric)","https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf","P470LCT-ND","Panasonic Industry","ERJ-2RKF4700X","RES SMD 470 OHM 1% 1/10W 0402"
"R173","1","22k","","","","0402 (1005 Metric)","https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf","P22.0KLCT-ND","Panasonic Industry","ERJ-2RKF2202X","RES SMD 22K OHM 1% 1/10W 0402"
"R183,R184,R255,R256","4","33","","","","0402 (1005 Metric)","https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf","P33.0LCT-ND","Panasonic Industry","ERJ-2RKF33R0X","RES SMD 33 OHM 1% 1/10W 0402"
"R186","1","30.1k","","","","0402 (1005 Metric)","https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf","P30.1KLCT-ND","Panasonic Industry","ERJ-2RKF3012X","RES SMD 30.1K OHM 1% 1/10W 0402"
"R197","1","453k","","","","0402 (1005 Metric)","https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf","P453KLCT-ND","Panasonic Industry","ERJ-2RKF4533X","RES SMD 453K OHM 1% 1/10W 0402"
"R214,R218","2","49.9k","","","","0402 (1005 Metric)","https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf","P49.9KLCT-ND","Panasonic Industry","ERJ-2RKF4992X","RES SMD 49.9K OHM 1% 1/10W 0402"
"R216","1","4.7k","","","","0805 (2012 Metric)","https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf","P4.70KCCT-ND","Panasonic Industry","ERJ-6ENF4701V","RES SMD 4.7K OHM 1% 1/8W 0805"
"R217","1","820","","","","0805 (2012 Metric)","https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf","P820CCT-ND","Panasonic Industry","ERJ-6ENF8200V","RES SMD 820 OHM 1% 1/8W 0805"
"R219","1","402k","","","","0402 (1005 Metric)","https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf","P402KLCT-ND","Panasonic Industry","ERJ-2RKF4023X","RES SMD 402K OHM 1% 1/10W 0402"
"R232","1","1.21k","","","","0402 (1005 Metric)","https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf","P1.21KLCT-ND","Panasonic Industry","ERJ-2RKF1211X","RES SMD 1.21K OHM 1% 1/10W 0402"
"R239,R242","2","110k","","","","0402 (1005 Metric)","https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf","P110KLCT-ND","Panasonic Industry","ERJ-2RKF1103X","RES SMD 110K OHM 1% 1/10W 0402"
"R240,R243","2","150k","","","","0402 (1005 Metric)","https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf","P150KLCT-ND","Panasonic Industry","ERJ-2RKF1503X","RES SMD 150K OHM 1% 1/10W 0402"
"R247,R248,R249,R250,R251,R252","6","91","","","","0805 (2012 Metric)","https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf","P91.0CCT-ND","Panasonic Industry","ERJ-6ENF91R0V","RES SMD 91 OHM 1% 1/8W 0805"
"R253","1","150","","","","0805 (2012 Metric)","https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf","P150CCT-ND","Panasonic Industry","ERJ-6ENF1500V","RES SMD 150 OHM 1% 1/8W 0805"
"U1","1","TPD4EUSB30","","","","10-USON","https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftpd4eusb30","296-28063-1-ND","Texas Instruments","TPD4EUSB30DQAR","USB ESD array"
"U2,U25,U41,U67","4","LMV393","","","","8-VSSOP","https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Flmv393","296-13993-1-ND","Texas Instruments","LMV393IDGKR","IC COMPARATOR 2CH 8-VSSOP"
"U3,U4,U5,U6","4","BC846BPDW1T1G","","","","SOT-363","https://www.onsemi.com/pdf/datasheet/bc846bpdw1t1-d.pdf","BC846BPDW1T1GOSTR-ND","onsemi","BC846BPDW1T1G","TRANS NPN/PNP 65V 0.1A SC88/SC70"
"U7,U8","2","FDMQ8205A","","","","12-MLP","https://www.onsemi.com/pdf/datasheet/fdmq8205a-d.pdf","FDMQ8205AOSTR-ND","onsemi","FDMQ8205A","GREENBRIDGETM 2 SERIES OF HIGH-E"
"U9","1","NCP1095DBR2","","","","16-TSSOP","https://www.onsemi.com/pdf/datasheet/ncp1095-d.pdf","NCP1095DBR2OSTR-ND","onsemi","NCP1095DBR2","IC POE CNTRL 1 CHANNEL 16TSSOP"
"U10,U23,U26,U30,U31,U32,U37,U44,U54","9","INA228AQDGSRQ1","","","","VSSOP10_DGS_TEX","https://www.ti.com/lit/ds/symlink/ina228-q1.pdf","296-INA228AQDGSRQ1CT-ND","Texas Instruments","INA228AQDGSRQ1","IC PWR MONITOR 10VSSOP"
"U11","1","LAN8742AI-CZ-TR","","","","LAN8742AI-CZ-TR:QFN50P400X400X100-25N","https://ww1.microchip.com/downloads/en/DeviceDoc/DS_LAN8742_00001989A.pdf","LAN8742AI-CZ-CT-ND","Microchip","LAN8742AI-CZ-TR","IC TRANSCEIVER FULL 1/1 24SQFN"
"U12","1","STM32H563ZIT6","","","","STM32H563ZIT6:QFP50P2200X2200X160-144N","https://www.st.com/resource/en/datasheet/stm32h562ag.pdf","497-STM32H563ZIT6-ND","STMicroelectronics","STM32H563ZIT6","IC MCU 32BIT 2MB FLASH 144LQFP"
"U13,U22,U51","3","LT3045xDD","","","","Package_DFN_QFN:DFN-10-1EP_3x3mm_P0.5mm_EP1.65x2.38mm","https://www.analog.com/media/en/technical-documentation/data-sheets/3045fa.pdf","505-LT3045EDD#TRPBFCT-ND","Analog Devices","LT3045EDD#TRPBF","IC REG LIN POS ADJ 500MA 10DFN"
"U14","1","MCP1502T-33E/CHY","","","","SOT-23-6","https://ww1.microchip.com/downloads/aemDocuments/documents/MSLD/ProductDocuments/DataSheets/MCP1502-Data-Sheet-20006593B.pdf","150-MCP1502T-33E/CHYCT-ND","Microchip","MCP1502T-33E/CHY","IC VREF SERIES 3.3V SOT23-6"
"U15,U16,U19,U20","4","TPD4E02B04DQAR","","","","10-USON","https://www.ti.com/lit/gpn/tpd4e02b04","296-43875-1-ND","Texas Instruments","TPD4E02B04DQAR","TVS DIODE 3.6VWM 8.8VC 10USON"
"U17,U18,U65,U66,U69,U70","6","TPD4E05U06DQAR","","","","10-USON","https://www.ti.com/lit/gpn/tpd4e05u06","296-35765-1-ND","Texas Instruments","TPD4E05U06DQAR","TVS DIODE 5.5VWM 14VC 10USON"
"U21","1","ZED-F9T-00B","","","","ZED-F9T-00B:MODULE_ZED-F9T-00B","https://www.u-blox.com/en/docs/UBX-18053713","672-1197-1-ND","u-blox","ZED-F9T-00B","RF RECEIVER GNSS/GPS 54LGA"
"U24","1","INA181A1IDBVR","","","","SOT-23-6","https://www.ti.com/lit/gpn/ina181","296-47656-1-ND","Texas Instruments","INA181A1IDBVR","Current Sense Amplifier 1 Circuit Rail-to-Rail SOT-23-6"
"U27,U33,U55","3","RT9742VGJ5","","","","TSOT-23-5","https://www.richtek.com/SaveDownload.aspx?specid=RT9742","1028-RT9742VGJ5TR-ND","Richtek","RT9742VGJ5","Load switch w/ current-limit TSOT-23-5"
"U28,U40","2","MIC28516T-E/PHA","","","","32-PowerVQFN","https://ww1.microchip.com/downloads/aemDocuments/documents/APID/ProductDocuments/DataSheets/MIC28516-Data-Sheet-DS20006315.pdf","150-MIC28516T-E/PHATR-ND","Microchip","MIC28516T-E/PHA","Buck regulator 8A 32-VQFN"
"U29,U38","2","AP3441SHE-7B","","","","8-UFDFN (Exposed Pad)","https://www.diodes.com/assets/Datasheets/AP3441-L.pdf","AP3441SHE-7BDITR-ND","Diodes Inc","AP3441SHE-7B","Buck regulator 3A UDFN"
"U34,U35","2","TPS61094DSSR","","","","TPS61094DSSR:SON50P300X200X80-13N","https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftps61094","296-TPS61094DSSRCT-ND","Texas Instruments","TPS61094DSSR","Bidir buck-boost supercap backup SON-13"
"U36,U42","2","OPA320AIDBVT","","","","OPA320AIDBVT:SOT95P280X145-5N","https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fopa320","296-29510-1-ND","Texas Instruments","OPA320AIDBVT","Precision op-amp RRIO SOT-23-5"
"U39","1","TPS7A5201QRGRRQ1","","","","RGR20_2P05X2P05_TEX","https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftps7a52-q1","296-50505-1-ND","Texas Instruments","TPS7A5201QRGRRQ1","LDO 2A low-noise VQFN-20"
"U43","1","MCP41U83T-503E/ST","","","","Package_SO:TSSOP-14_4.4x5mm_P0.65mm","https://ww1.microchip.com/downloads/aemDocuments/documents/MSLD/ProductDocuments/MCP41U83-Data-Sheet-DS20007000.pdf","150-MCP41U83T-503E/STCT-ND","Microchip","MCP41U83T-503E/ST","Digital pot 50k I2C/SPI MTP TSSOP-14"
"U45","1","MCP1502T-30E/CHY","","","","SOT-23-6","https://ww1.microchip.com/downloads/aemDocuments/documents/MSLD/ProductDocuments/DataSheets/MCP1502-Data-Sheet-20006593B.pdf","150-MCP1502T-30E/CHYCT-ND","Microchip","MCP1502T-30E/CHY","Voltage ref 3.0V SOT-23-6"
"U46","1","SN65C3221EPWR","","","","SN65C3221EPWR:SOP65P640X120-16N","https://www.ti.com/lit/ds/symlink/sn65c3221e.pdf","296-20992-1-ND","Texas Instruments","SN65C3221EPWR","RS-232 transceiver TSSOP-16"
"U47","1","PESD15VL2BT","","","","TO-236AB","https://assets.nexperia.com/documents/data-sheet/PESD15VL2BT.pdf","1727-3813-1-ND","Nexperia","PESD15VL2BT,215","ESD/TVS 15Vwm SOT-23"
"U48","1","APC-817C1","","","","4-SMD","https://www.americanbrightled.com/pdffiles/ir-uv/ir/APC-817.pdf","2007-APC-817C1-SLCT-ND","American Bright","APC-817C1-SL","Optoisolator 5kV transistor 4-SMD"
"U49","1","TMUX1101DCK","","","","Package_TO_SOT_SMD:SOT-353_SC-70-5","https://www.ti.com/lit/ds/symlink/tmux1101.pdf","296-TMUX1101DCKRCT-ND","Texas Instruments","TMUX1101DCK","SPST analog switch SC-70-5"
"U50","1","LTC6752xS5","","","","Package_TO_SOT_SMD:TSOT-23-5","https://www.analog.com/media/en/technical-documentation/data-sheets/6752fc.pdf","505-LTC6752IS5#TRMPBFCT-ND","Analog Devices","LTC6752IS5#TRMPBF","280MHz comparator TSOT-23-5; confirm speed grade (x)"
"U52","1","74LVC1G157GW-Q100H","","","","SC-74_TSOP6_SOT457_NEX","74LVC1G157GW-Q100H","1727-74LVC1G157GW-Q100HCT-ND","Nexperia","74LVC1G157GW-Q100H","2:1 mux single AEC-Q100 SOT-457"
"U53,U71","2","74LVC1G34","","","","","https://www.ti.com/lit/ds/symlink/sn74lvc1g34.pdf","1727-6074-1-ND","Nexperia","74LVC1G34GW,125","Single buffer gate SOT-353"
"U56","1","LTC4311ISC6-TRPBF","","","","SOT-6_SC_LIT","https://www.analog.com/media/en/technical-documentation/data-sheets/4311fa.pdf","LTC4311ISC6#TRPBFCT-ND","Analog Devices","LTC4311ISC6#TRPBF","I2C rise-time accelerator SC-70-6"
"U57,U58","2","TMP117xxDRV","","","","Package_SON:WSON-6-1EP_2x2mm_P0.65mm_EP1x1.6mm","https://www.ti.com/lit/ds/symlink/tmp117.pdf","296-51834-1-ND","Texas Instruments","TMP117AIDRVR","Digital temp sensor +/-0.3C WSON-6"
"U59","1","LIS2DH12TR","","","","LGA-12_STM","https://www.st.com/resource/en/datasheet/lis2dh12.pdf","497-14851-1-ND","STMicroelectronics","LIS2DH12TR","3-axis accelerometer LGA-12"
"U60","1","ATECC608B-SSHDA","","","","Package_SO:SOIC-8_3.9x4.9mm_P1.27mm","https://ww1.microchip.com/downloads/aemDocuments/documents/SCBU/ProductDocuments/DataSheets/ATECC608B-CryptoAuthentication-Device-Summary-Data-Sheet-DS40002239B.pdf","150-ATECC608B-SSHDA-TCT-ND","Microchip","ATECC608B-SSHDA","Secure crypto element SOIC-8"
"U61","1","IIS2MDCTR","","","","LGA-12_2X2X0P7_STM","https://www.st.com/resource/en/datasheet/iis2mdc.pdf","497-17728-1-ND","STMicroelectronics","IIS2MDCTR","3-axis magnetometer LGA-12"
"U62","1","MX25L25645GM2I-08G","","","","8-SOIC","https://www.mxic.com.tw/Lists/Datasheet/Attachments/8906/MX25L25645G,%203V,%20256Mb,%20v2.0.pdf","1092-1234-ND","Macronix","MX25L25645GM2I-08G","256Mb SPI-NOR flash (TW-origin, policy OK)"
"U63","1","PCA9306DCTT","","","","DCT8","https://www.ti.com/lit/gpn/pca9306","296-32200-1-ND","Texas Instruments","PCA9306DCTT","I2C/SMBus level translator SC-70-8"
"U64","1","TPS3430WDRC","","","","Package_SON:VSON-10-1EP_3x3mm_P0.5mm_EP1.65x2.4mm","https://www.ti.com/lit/gpn/TPS3430","296-51907-1-ND","Texas Instruments","TPS3430WDRC","Window watchdog timer VSON-10"
"U68","1","74LVC2G17","","","","6-TSSOP","https://assets.nexperia.com/documents/data-sheet/74LVC2G17.pdf","1727-4218-1-ND","Nexperia","74LVC2G17GW,125","Dual Schmitt buffer SOT-363"
"U72","1","SHT45-AD1B-R2","","","","Sensor_Humidity:Sensirion_DFN-4_1.5x1.5mm_P0.8mm_SHT4x_NoCentralPad","https://sensirion.com/media/documents/33FD6951/624C4357/Datasheet_SHT4x.pdf","1649-SHT45-AD1B-R2CT-ND","Sensirion","SHT45-AD1B-R2","Humidity/temp sensor DFN-4"
"Y1","1","25MHz","","","","","https://mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6710/445I23D25M00000.pdf","110-445I23E25M00000CT-ND","CTS","445I23E25M00000","Crystal 25MHz 20pF SMD"
"Y2","1","32.768kHz","","","","","https://abracon.com/Resonators/ABS07.pdf","535-9542-1-ND","Abracon","ABS07-32.768KHZ-T","Crystal 32.768kHz 12.5pF"
"Y3","1","OH300","","","","Oscillator:Oscillator_SMD_OCXO_ConnorWinfield_OH300","http://www.conwin.com/datasheets/cx/cx210.pdf","CW752CT-ND","Panasonic Industry","OH300-61003CV-010.0M","VC-OCXO 10MHz CMOS"
